Cylinder_1,Cylinder_2,Cylinder_3,Cylinder_4,Cylinder_5,Cylinder_6,Cylinder_7,Cylinder_8,Cylinder_9,Cylinder_10,Cylinder_11,Cylinder_12,Cylinder_13,Cylinder_14,Cylinder_15,Cylinder_16,Cylinder_17,Cylinder_18,Cylinder_19,Cylinder_20,Cylinder_21,Cylinder_22,Cylinder_23,Cylinder_24,Cylinder_25,Cone_1,Cone_2,Cone_3,Cone_4,Cone_5,Cone_6,Cone_7,Cone_8,Cone_9,Cone_10,Cone_11,Cone_12,Cone_13,Cone_14,Cone_15,Cone_16,Cone_17,Cone_18,Cone_19,Cone_20,Cone_21,Cone_22,Cone_23,Cone_24,Cone_25
58.3861396973163,60.3243399574774,59.4091901462639,59.4091901462639,59.4091901462639,58.3861396973163,60.3243399574774,59.4091901462639,59.4091901462639,59.4091901462639,58.3861396973163,60.3243399574774,59.4091901462639,59.4091901462639,59.4091901462639,58.3861396973163,60.3243399574774,59.4091901462639,59.4091901462639,59.4091901462639,58.3861396973163,60.3243399574774,59.4091901462639,59.4091901462639,59.4091901462639,7.29037676752915,9.20819741866461,8.50415535250949,6.12391930792643,4.23808245609689,6.98649620367672,8.88469236266906,8.16721191854674,5.73893570935405,3.87520494379458,6.68762699362202,8.56832774490783,7.83872269697844,5.36694931919271,3.52323342139147,6.39332187373372,8.25852963981958,7.51801643330845,5.00687059921597,3.18128469958429,7.29037676752915,9.20819741866461,8.50415535250949,6.12391930792643,4.23808245609689
44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,6.98649620367672,8.88469236266906,8.16721191854674,5.73893570935405,3.87520494379458,6.98649620367672,8.88469236266906,8.16721191854674,5.73893570935405,3.87520494379458,6.39332187373372,8.25852963981958,7.51801643330845,5.00687059921597,3.18128469958429,6.10315578835264,7.95476416733334,7.20447508320296,4.6577223444686,2.84855806467152,6.98649620367672,8.88469236266906,8.16721191854674,5.73893570935405,3.87520494379458
44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,44.4564213867781,6.98649620367672,8.88469236266906,8.16721191854674,5.73893570935405,3.87520494379458,6.68762699362202,8.56832774490783,7.83872269697844,5.36694931919271,3.52323342139147,6.39332187373372,8.25852963981958,7.51801643330845,5.00687059921597,3.18128469958429,6.10315578835264,7.95476416733334,7.20447508320296,4.6577223444686,2.84855806467152,6.98649620367672,8.88469236266906,8.16721191854674,5.73893570935405,3.87520494379458
38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,6.68762699362202,8.56832774490783,7.83872269697844,5.36694931919271,3.52323342139147,6.68762699362202,8.56832774490783,7.83872269697844,5.36694931919271,3.52323342139147,6.10315578835264,7.95476416733334,7.20447508320296,4.6577223444686,2.84855806467152,5.81672258565414,7.65653220551195,6.89752678782014,4.31862343236679,2.52432391373992,6.68762699362202,8.56832774490783,7.83872269697844,5.36694931919271,3.52323342139147
38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,38.4351595684375,6.39332187373372,8.25852963981958,7.51801643330845,5.00687059921597,3.18128469958429,6.39332187373372,8.25852963981958,7.51801643330845,5.00687059921597,3.18128469958429,6.10315578835264,7.95476416733334,7.20447508320296,4.6577223444686,2.84855806467152,5.53363201250943,7.3633647533282,6.59663980554916,3.98877528766928,2.20791414700966,6.68762699362202,8.56832774490783,7.83872269697844,5.36694931919271,3.52323342139147
34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,6.39332187373372,8.25852963981958,7.51801643330845,5.00687059921597,3.18128469958429,6.39332187373372,8.25852963981958,7.51801643330845,5.00687059921597,3.18128469958429,5.81672258565414,7.65653220551195,6.89752678782014,4.31862343236679,2.52432391373992,5.2535069516037,7.07481883094755,6.30131723152994,3.6674505245399,1.89871398768736,6.39332187373372,8.25852963981958,7.51801643330845,5.00687059921597,3.18128469958429
34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,34.9122300465495,6.10315578835264,7.95476416733334,7.20447508320296,4.6577223444686,2.84855806467152,6.10315578835264,7.95476416733334,7.20447508320296,4.6577223444686,2.84855806467152,5.81672258565414,7.65653220551195,6.89752678782014,4.31862343236679,2.52432391373992,5.2535069516037,7.07481883094755,6.30131723152994,3.6674505245399,1.89871398768736,6.39332187373372,8.25852963981958,7.51801643330845,5.00687059921597,3.18128469958429
32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,32.4119067860493,5.81672258565414,7.65653220551195,6.89752678782014,4.31862343236679,2.52432391373992,6.10315578835264,7.95476416733334,7.20447508320296,4.6577223444686,2.84855806467152,5.53363201250943,7.3633647533282,6.59663980554916,3.98877528766928,2.20791414700966,4.97598085143966,6.79047382421697,6.01109236778143,3.35398334624483,1.59615496797403,6.10315578835264,7.95476416733334,7.20447508320296,4.6577223444686,2.84855806467152
30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,5.81672258565414,7.65653220551195,6.89752678782014,4.31862343236679,2.52432391373992,5.81672258565414,7.65653220551195,6.89752678782014,4.31862343236679,2.52432391373992,5.53363201250943,7.3633647533282,6.59663980554916,3.98877528766928,2.20791414700966,4.7006953055315,6.50992819528522,5.72552463136532,3.04776137288712,1.29970887223556,6.10315578835264,7.95476416733334,7.20447508320296,4.6577223444686,2.84855806467152
30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,30.4717113507155,5.53363201250943,7.3633647533282,6.59663980554916,3.98877528766928,2.20791414700966,5.81672258565414,7.65653220551195,6.89752678782014,4.31862343236679,2.52432391373992,5.2535069516037,7.07481883094755,6.30131723152994,3.6674505245399,1.89871398768736,4.7006953055315,6.50992819528522,5.72552463136532,3.04776137288712,1.29970887223556,5.81672258565414,7.65653220551195,6.89752678782014,4.31862343236679,2.52432391373992
28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,5.2535069516037,7.07481883094755,6.30131723152994,3.6674505245399,1.89871398768736,5.53363201250943,7.3633647533282,6.59663980554916,3.98877528766928,2.20791414700966,5.2535069516037,7.07481883094755,6.30131723152994,3.6674505245399,1.89871398768736,4.4272977413591,6.23279649328748,5.44419590734651,2.74821863588556,1.00888246879538,5.81672258565414,7.65653220551195,6.89752678782014,4.31862343236679,2.52432391373992
28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,28.8856414343051,5.2535069516037,7.07481883094755,6.30131723152994,3.6674505245399,1.89871398768736,5.53363201250943,7.3633647533282,6.59663980554916,3.98877528766928,2.20791414700966,4.97598085143966,6.79047382421697,6.01109236778143,3.35398334624483,1.59615496797403,4.1554391826985,5.9587066084726,5.16670726854102,2.45482953027329,0.723212893270385,5.53363201250943,7.3633647533282,6.59663980554916,3.98877528766928,2.20791414700966
27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,26.3806109313713,26.3806109313713,26.3806109313713,26.3806109313713,26.3806109313713,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,27.5438069296121,4.97598085143966,6.79047382421697,6.01109236778143,3.35398334624483,1.59615496797403,5.2535069516037,7.07481883094755,6.30131723152994,3.6674505245399,1.89871398768736,4.97598085143966,6.79047382421697,6.01109236778143,3.35398334624483,1.59615496797403,4.1554391826985,5.9587066084726,5.16670726854102,2.45482953027329,0.723212893270385,5.53363201250943,7.3633647533282,6.59663980554916,3.98877528766928,2.20791414700966
